LOCATION_ID,OPERATOR,LON,LAT
1058422310,Bank of America / Valero,-98.6779522,29.4897369
4380021991,,-105.3653578,40.281254
8633508319,Community Banks of Colorado,-104.707005,39.6064644
2526028090,Bank of the West,-104.827474,39.7032897
422193186,First Bank,-105.101349,40.0016405
9307115791,,-98.9075521,29.9681707
3729611891,Navy Federal Credit Union,-76.9176663,38.628614
4324593261,,-105.006927,39.7798429
3192360918,Bank of America,-77.0321344,38.9306524
6101640442,United Heritage Credit Union,-97.8054282,30.2085143
2531707263,Bank of America,-97.8261565,30.4559119
5266941462,Bank of America,-104.8828,39.6526465
7546757956,,-77.146806,38.8703032
4071016664,Capital One,-77.0456589,38.9138962
4070365489,BB&T,-77.0423797,38.9230486
9102646550,Bellco,-104.9276593,39.5939455
1899513517,PNC Bank,-104.806154,39.8846278
4391061701,Bank of the West,-104.940084,39.6674517
2642080255,,-77.292761,38.6443825
4103963776,,-104.9264212,39.7076591
10184669799,Woodforest National Bank,-96.3935695,30.1402198
6557769086,,-91.1765294,30.4499973
3395083168,,-104.9943181,39.7365638
6123766263,The First,-89.4146638,31.1538872
1481721292,BBVA,-97.765332,30.2747529
2642080250,,-77.2992734,38.6419189
10544278841,First Bank,-105.0784614,40.5567685
1899483242,Wells Fargo Bank NA,-104.7760973,39.8847946
3876432640,,-77.3047981,38.652732
4236733531,Bank of the West,-104.922525,39.6073545
5173630537,Randolph Brooks Federal Credit Union,-98.0960336,29.6962955
1579131920,KeyBank,-105.080279,39.6839213
5379815765,U.S. Bank,-104.890813,39.6254424
2622859378,Chase,-97.7717218,30.433908
9655077317,,-77.0474843,38.8053223
3409977388,Chase,-105.057844,39.7107267
2334017457,First National Bank,-104.898965,39.5952942
2153338515,Murphy's USA,-97.6511268,30.5178718
6747350968,BBVA Compass,-97.7301104,31.092745
1481721314,Citibank,-97.7494992,30.2687102
3059412289,First Bank,-105.131914,39.7197379
4035135451,Premier Members Credit Union,-105.1567821,39.9577481
3521325400,,-104.9804891,39.7620396
6747336182,Extraco Banks,-97.6693235,31.0690017
9671124223,Bank of America,-77.2566627,38.9087747
3496488638,,-104.9993073,39.7291289
4235135725,,-105.5106203,39.9618428
8320074929,,-97.6716791,30.4186146
8359164432,First Bank,-105.158615,39.734529
10616392526,Wells Fargo,-97.8804122,30.2021149
2964964453,,-104.9002703,39.2292317
9689166046,,-77.0241171,38.9059829
4828125249,,-77.1541808,38.8742925
6133548824,Citizens National Bank,-89.3590814,31.3248858
5332013349,,-77.2134293,38.7141369
8957854475,Chase,-77.2367481,38.9232408
610993882,Bank of America,-77.0262646,38.8962694
4481039541,BBVA,-105.253427,40.0143448
6311920644,,-105.026543,39.584654
5316544241,,-77.2077661,38.7040337
1751578501,,-76.7735581,38.9058682
8729438069,,-77.076502,38.8455886
8864197817,FNBO,-104.801507,39.9865073
9675071759,,-105.1129098,40.4076637
1616915174,Bank of America,-77.3074116,38.8465868
4069224744,PNC Bank,-77.1100875,38.8767325
1541634247,Girton Mart,-105.1076951,39.6551731
3376098903,,-104.9871545,39.7424582
2921246201,,-77.1474811,38.7823265
1236793260,Chase Bank,-97.7350323,30.3147163
9383900127,,-89.2640259,31.3463183
1832634690,,-105.3171928,39.6334357
1185576185,,-105.2752589,40.0073377
1638491502,Huntington Bank,-105.101996,40.0007166
2522480092,,-98.3240178,29.5732929
9217440120,PNC Bank,-77.300012,38.658943
5522616579,Bank of America,-97.7365214,30.2830496
4286618596,,-104.6743,39.8588886
1393667107,,-104.9978392,39.7481854
6770639818,Wells Fargo,-104.695799,40.4042854
2337697716,USAA,-97.65193,31.075147
1470675204,Belvoir Federal Credit Union,-77.1434609,38.696583
9250987482,,-76.9230967,38.8499573
3155435317,Chase,-97.7228136,30.405548
8067276601,,-90.24,30.0186005
4335909214,Wells Fargo,-77.0740672,38.8946225
1999204199,First Bank,-104.973245,39.730958
3506541314,Bank of America,-97.7535844,30.2372096
5676848349,,-104.9884338,39.7444765
10789388126,,-105.0064301,39.7453286
4933514996,Bank of America,-97.6681351,30.2021078
3511716879,,-104.9412869,39.6867226
1781287665,,-105.1642867,39.9657193
9072012116,Black Frog,-77.290895,38.6513724
6733804385,Xplore,-90.0705544,29.9500931
3037395021,,-77.0621318,38.8030928
2700745338,Coin Vault ATM,-97.7671829,30.2235953
5307590270,U.S. Bank,-104.867516,39.672462
2365963845,,-97.370163,31.07118
7909857493,b1BANK,-91.0091657,30.3580967
9071554364,Black Frog,-77.2341133,38.7794065
3632429945,Academy Bank,-105.0793744,39.7422563
6166409513,,-77.155922,38.8715028
8432963704,USAA,-98.7385376,29.4299745
10702351869,RBFCU,-97.8277924,30.2323761
2104667008,Bank of America,-77.082207,38.7718411
8958078218,Navy Federal Credit Union,-77.0501544,38.8519732
8194172073,Hancock Whitney,-91.1418124,30.4181704
9807443475,Brazos Valley Schools Credit Union,-96.385371,30.1462157
5021232264,BBVA,-104.996297,39.9004658
3009019371,,-104.9989111,39.7585484
2776113863,BB&T,-77.0526145,38.81464
1553237400,Bellco Credit Union,-105.0799734,39.7050503
8429674297,,-97.6716883,30.4202525
9140461447,Sunflower Bank,-105.2099992,39.7462867
9236449062,Ent Credit Union,-105.096662,40.552507
1545262643,First Bank,-105.11067,39.622866
10185914313,Chase,-104.7221005,39.6008223
3846831966,,-77.3064933,38.6543725
5069344836,,-105.0256862,39.7763968
3390823516,,-104.9828205,39.7401636
5127549040,North Valley Bank,-104.9782894,39.8613019
6061911174,Trustmark,-89.3379067,31.324624
7040673383,,-104.7942681,39.5352405
839604484,Bank of America,-77.0727665,38.9219571
6131289309,Main Street Bank,-77.0949248,38.8846031
1579202355,First Bank,-105.083092,39.6818508
10799230015,Canvas Credit Union,-104.7905932,39.6382869
8568340124,,-97.6784872,30.6382103
4073837316,CardinalBank,-77.0414608,38.9023148
